metabolite	name	molecular_weight	C_number	N_number	sbo	kegg.compound	chebi	hmdb	lipidmaps	biocyc	metanetx.chemical	inchikey	seed.compound	reactome	kegg.drug	kegg.glycan	reaction
gal_e	D-Galactose	180.15588	6	0	SBO:0000247	['C00124', 'C00984']	['CHEBI:10231', 'CHEBI:12936', 'CHEBI:22373', 'CHEBI:28061', 'CHEBI:4139', 'CHEBI:42741']	['HMDB00143', 'HMDB05762']		['META:ALPHA-D-GALACTOSE', 'META:D-galactopyranose']	MNXM390	WQZGKKKJIJFFOK-PHYPRBDBSA-N	['cpd00108', 'cpd00724']		D04291		EX_gal_e
galur_e	D-Galacturonate	193.13146	6	0	SBO:0000247	C00333	['CHEBI:18024', 'CHEBI:20976', 'CHEBI:20978', 'CHEBI:4153', 'CHEBI:75525']			META:D-Galactopyranuronate	MNXM48464	AEMOLEFTQBMNLQ-YMDCURPLSA-M	cpd00280				EX_galur_e
glutar_e	Glutarate	130.09874	5	0	SBO:0000247	C00489	['CHEBI:14322', 'CHEBI:17859', 'CHEBI:24327', 'CHEBI:24329', 'CHEBI:24330', 'CHEBI:30921', 'CHEBI:30922', 'CHEBI:35906', 'CHEBI:35907', 'CHEBI:43097', 'CHEBI:5434']	HMDB00661		META:GLUTARATE	MNXM1021	JFCQEDHGNNZCLN-UHFFFAOYSA-L	cpd00379				EX_glutar_e
gly_cys_e	Gly-Cys	178.2095	5	2	SBO:0000247												EX_gly_cys_e
gly_gln_e	Gly-Gln	203.19582	7	3	SBO:0000247												EX_gly_gln_e
gly_leu_e	Gly-Leu	188.22424	8	2	SBO:0000247												EX_gly_leu_e
gly_met_e	Gly-Met	206.26265999999998	7	2	SBO:0000247												EX_gly_met_e
gly_phe_e	Gly-Phe	222.24046	11	2	SBO:0000247												EX_gly_phe_e
gly_tyr_e	Gly-Tyr	238.23986000000002	11	2	SBO:0000247												EX_gly_tyr_e
glyc3p_e	Glycerol 3-phosphate	170.057841	3	0	SBO:0000247	C00093	['CHEBI:10648', 'CHEBI:12843', 'CHEBI:12848', 'CHEBI:15978', 'CHEBI:26705', 'CHEBI:42793', 'CHEBI:57597']	['HMDB00126', 'HMDB02722']		META:GLYCEROL-3P	MNXM66	AWUCVROLDVIAJX-GSVOUGTGSA-L	cpd00080	['R-ALL-188458', 'R-ALL-76114']			EX_glyc3p_e
glyc_e	Glycerol	92.09382	3	0	SBO:0000247	C00116	['CHEBI:131422', 'CHEBI:14334', 'CHEBI:17754', 'CHEBI:24351', 'CHEBI:42998', 'CHEBI:5448']	HMDB00131		META:GLYCEROL	MNXM89612	PEDCQBHIVMGVHV-UHFFFAOYSA-N	cpd00100	['R-ALL-192438', 'R-ALL-76116']	D00028		EX_glyc_e
glyglygln_e	Glycine-glycine-glutamine tripeptide	278.26242	9	4	SBO:0000247												EX_glyglygln_e
h2_e	Hydrogen	2.01588	0	0	SBO:0000247	C00282	['CHEBI:13350', 'CHEBI:18276', 'CHEBI:25363', 'CHEBI:29294', 'CHEBI:29298', 'CHEBI:29299', 'CHEBI:5785']	HMDB01362		META:HYDROGEN-MOLECULE	MNXM195	UFHFLCQGNIYNRP-UHFFFAOYSA-N	cpd11640	R-ALL-113555			EX_h2_e
istfrnA_e	Iron bound extracellular staphyloferrin A	536.22246	17	2	SBO:0000247												EX_istfrnA_e
istfrnB_e	Iron bound extracellular staphyloferrin B	622.22558	19	2	SBO:0000247												EX_istfrnB_e
lysglugly_e	Lysine-glutamine-glycine tripeptide	350.36814	13	4	SBO:0000247												EX_lysglugly_e
m_xyl_e	M-Xylene	106.16499999999999	8	0	SBO:0000247	C07208	['CHEBI:10590', 'CHEBI:25100', 'CHEBI:28488']	HMDB59810		META:META-XYLENE	MNXM3300	IVSZLXZYQVIEFR-UHFFFAOYSA-N	cpd04446				EX_m_xyl_e
mal__L_e	L-Malate	132.07156	4	0	SBO:0000247	C00149	['CHEBI:11066', 'CHEBI:13140', 'CHEBI:15589', 'CHEBI:18784', 'CHEBI:18785', 'CHEBI:30797', 'CHEBI:423']	HMDB00156		META:MAL	MNXM98	BJEPYKJPYRNKOW-REOHCLBHSA-L	cpd00130	['R-ALL-113544', 'R-ALL-198498']			EX_mal__L_e
man1p_e	D-Mannose 1-phosphate	258.11990099999997	6	0	SBO:0000247	C00636	['CHEBI:10261', 'CHEBI:12327', 'CHEBI:18205', 'CHEBI:21058', 'CHEBI:22404', 'CHEBI:35374', 'CHEBI:4210', 'CHEBI:43854', 'CHEBI:58409']	['HMDB01436', 'HMDB06330']		META:MANNOSE-1P	MNXM721	HXXFSFRBOHSIMQ-RWOPYEJCSA-L	cpd00485	R-ALL-532531			EX_man1p_e
melib_e	Melibiose C12H22O11	342.29648000000003	12	0	SBO:0000247		CHEBI:61827			META:MELIBIOSE	MNXM8340	DLRVVLDZNNYCBX-ZZFZYMBESA-N				G00835	EX_melib_e
metox__R_e	L methionine R oxide C5H11NO3S	165.21074	5	1	SBO:0000247						MNXM8825		cpd11576				EX_metox__R_e
metox_e	L Methionine S oxide C5H11NO3S	165.21074	5	1	SBO:0000247	C02989	['CHEBI:13142', 'CHEBI:17016', 'CHEBI:21361', 'CHEBI:6272']			META:L-Methionine-sulfoxides	MNXM2246	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	['cpd01914', 'cpd15498', 'cpd29319']	R-ALL-5676943			EX_metox_e
nac_e	Nicotinate	122.10146	6	1	SBO:0000247	C00253	['CHEBI:14650', 'CHEBI:15940', 'CHEBI:22851', 'CHEBI:25530', 'CHEBI:25538', 'CHEBI:32544', 'CHEBI:44319', 'CHEBI:7559']	HMDB01488		META:NIACINE	MNXM274	PVNIIMVLHYAWGP-UHFFFAOYSA-M	cpd00218	['R-ALL-197230', 'R-ALL-8869604']	D00049		EX_nac_e
ncam_e	Nicotinamide	122.12464	6	2	SBO:0000247	C00153	['CHEBI:14645', 'CHEBI:17154', 'CHEBI:25521', 'CHEBI:44258', 'CHEBI:7556']	HMDB01406		META:NIACINAMIDE	MNXM216	DFPAKSUCGFBDDF-UHFFFAOYSA-N	cpd00133	['R-ALL-197277', 'R-ALL-8870343']	D00036		EX_ncam_e
nmn_e	NMN C11H14N2O8P	333.211221	11	2	SBO:0000247	C00455	['CHEBI:10433', 'CHEBI:12397', 'CHEBI:13409', 'CHEBI:14646', 'CHEBI:14647', 'CHEBI:14648', 'CHEBI:14649', 'CHEBI:16171', 'CHEBI:18201', 'CHEBI:22850', 'CHEBI:25522', 'CHEBI:7557']	['HMDB00229', 'HMDB59645']		META:NICOTINAMIDE_NUCLEOTIDE	MNXM355	DAYLJWODMCOQEW-TURQNECASA-M	cpd00355	['R-ALL-549282', 'R-ALL-8869353', 'R-ALL-8940067']			EX_nmn_e
no2_e	Nitrite	46.0055	0	1	SBO:0000247	C00088	['CHEBI:14658', 'CHEBI:16301', 'CHEBI:25567', 'CHEBI:44396', 'CHEBI:7585']	HMDB02786		META:NITRITE	MNXM107	IOVCWXUNBOPUCH-UHFFFAOYSA-M	cpd00075	R-ALL-1222379			EX_no2_e
p_xyl_e	P-methyltoluene	106.16499999999999	8	0	SBO:0000247	C06756	['CHEBI:10633', 'CHEBI:25832', 'CHEBI:27417', 'CHEBI:45248']	HMDB59924		META:CPD-1422	MNXM3685	URLKBWYHVLBVBO-UHFFFAOYSA-N	cpd04136				EX_p_xyl_e
phehpa_e	7 Phenylheptanoic acid	199.22523999999999	13	0	SBO:0000247												EX_phehpa_e
pheme_e	Protoheme C34H30FeN4O4	614.4714	34	4	SBO:0000247	C00032	['CHEBI:14957', 'CHEBI:17627', 'CHEBI:26355', 'CHEBI:5651', 'CHEBI:60344']			META:PROTOHEME	MNXM249	KABFMIBPWCXCRK-RGGAHWMASA-J		['R-ALL-189444', 'R-ALL-71185', 'R-ALL-917877']			EX_pheme_e
pheocta_e	8 Phenyloctanoic acid	213.25182	14	0	SBO:0000247												EX_pheocta_e
ppap_e	Propanoyl phosphate	152.042561	3	0	SBO:0000247	C02876	['CHEBI:58933', 'CHEBI:8478']			META:PROPIONYL-P	MNXM1499	FMNMEQSRDWIBFO-UHFFFAOYSA-L	cpd01844				EX_ppap_e
pta_e	Pentanoate	101.12376	5	0	SBO:0000247	C00803	['CHEBI:113448', 'CHEBI:14751', 'CHEBI:17418', 'CHEBI:25890', 'CHEBI:27263', 'CHEBI:27264', 'CHEBI:31011', 'CHEBI:43606', 'CHEBI:44803', 'CHEBI:7980']	HMDB00892	LMFA01010005	META:VALERATE	MNXM3382	NQPDZGIKBAWPEJ-UHFFFAOYSA-M	cpd00597				EX_pta_e
pydxn_e	Pyridoxine	169.17784	8	1	SBO:0000247	C00314	['CHEBI:14981', 'CHEBI:16709', 'CHEBI:26429', 'CHEBI:8671']	['HMDB00239', 'HMDB02075']		META:PYRIDOXINE	MNXM419	LXNHXLLTXMVWPM-UHFFFAOYSA-N	cpd00263	R-ALL-965053	D08454		EX_pydxn_e
salchs2fe_e	Salmochelin-S2-Fe-III	1066.68002	42	3	SBO:0000247						MNXM146230						EX_salchs2fe_e
salchsx_e	Salmochelin-SX	402.3301	16	1	SBO:0000247						MNXM146623						EX_salchsx_e
sbt__D_e	D-Sorbitol	182.17176	6	0	SBO:0000247	C00794	['CHEBI:12954', 'CHEBI:13020', 'CHEBI:15093', 'CHEBI:17220', 'CHEBI:17924', 'CHEBI:21091', 'CHEBI:26724', 'CHEBI:26726', 'CHEBI:30911', 'CHEBI:33795', 'CHEBI:33796', 'CHEBI:4246', 'CHEBI:45559', 'CHEBI:9201']	HMDB00247		META:SORBITOL	MNXM469	FBPFZTCFMRRESA-JGWLITMVSA-N	cpd00588	R-ALL-5652213	D00096		EX_sbt__D_e
ser__D_e	D-Serine	105.09258	3	1	SBO:0000247	C00740	['CHEBI:13019', 'CHEBI:143888', 'CHEBI:16523', 'CHEBI:21090', 'CHEBI:32840', 'CHEBI:32841', 'CHEBI:35247', 'CHEBI:42262', 'CHEBI:4245']	HMDB03406		META:D-SERINE	MNXM694	MTCFGRXMJLQNBG-UWTATZPHSA-N	cpd00550				EX_ser__D_e
serglugly_e	Serine-glutamine-glycine tripeptide	308.26522	10	3	SBO:0000247												EX_serglugly_e
skm_e	Shikimate	173.14336	7	0	SBO:0000247	C00493	['CHEBI:15083', 'CHEBI:16119', 'CHEBI:26662', 'CHEBI:26663', 'CHEBI:26664', 'CHEBI:36208', 'CHEBI:45740', 'CHEBI:9133']	HMDB03070		META:SHIKIMATE	MNXM602	JXOHGGNKMLTUBP-HSUXUTPPSA-M	cpd00383	R-ALL-964932			EX_skm_e
slnt_e	Selenite	126.95819999999999	0	0	SBO:0000247	C05684	['CHEBI:15077', 'CHEBI:18212', 'CHEBI:26642', 'CHEBI:29924', 'CHEBI:9090']	HMDB11119		META:SELENITE	MNXM1157	MCAHWIHFGHIESP-UHFFFAOYSA-L	cpd03387	R-ALL-5357720	D05814		EX_slnt_e
so3_e	Sulfite	80.0632	0	0	SBO:0000247	['C00094', 'C11481']	['CHEBI:13367', 'CHEBI:15139', 'CHEBI:17137', 'CHEBI:17359', 'CHEBI:26837', 'CHEBI:29214', 'CHEBI:33543', 'CHEBI:45548', 'CHEBI:48854', 'CHEBI:5598', 'CHEBI:9344']	['HMDB00240', 'HMDB01033', 'HMDB03008', 'HMDB34829']		['META:H2SO3', 'META:HSO3', 'META:SO3']	MNXM105630	LSNNMFCWUKXFEE-UHFFFAOYSA-L	cpd00081				EX_so3_e
stfrnA_e	Staphyloferrin A	480.37746	17	2	SBO:0000247												EX_stfrnA_e
stfrnB_e	Staphyloferrin B	566.38058	19	2	SBO:0000247												EX_stfrnB_e
sucr_e	Sucrose C12H22O11	342.29648000000003	12	0	SBO:0000247	C00089	['CHEBI:15128', 'CHEBI:17992', 'CHEBI:26812', 'CHEBI:45795', 'CHEBI:9314']	HMDB00258		META:SUCROSE	MNXM167	CZMRCDWAGMRECN-UGDNZRGBSA-N	cpd00076	R-ALL-188980	D00025	G00370	EX_sucr_e
tcynt_e	Thiocyanate	58.0824	1	1	SBO:0000247	C01755	['CHEBI:15234', 'CHEBI:18022', 'CHEBI:24926', 'CHEBI:24928', 'CHEBI:26954', 'CHEBI:26956', 'CHEBI:29200', 'CHEBI:45576', 'CHEBI:9550']	HMDB01453		META:HSCN	MNXM762	ZMZDMBWJUHKJPS-UHFFFAOYSA-M	cpd01211				EX_tcynt_e
tgt_e	Tagatose	180.15588	6	0	SBO:0000247												EX_tgt_e
thym_e	Thymine C5H6N2O2	126.11334	5	2	SBO:0000247	C00178	['CHEBI:15247', 'CHEBI:17821', 'CHEBI:27004', 'CHEBI:46017', 'CHEBI:9580']	HMDB00262		META:THYMINE	MNXM386	RWQNBRDOKXIBIV-UHFFFAOYSA-N	cpd00151	R-ALL-83960			EX_thym_e
tnt_e	2 4 6 Trinitrotoluene	46.0055	0	1	SBO:0000247												EX_tnt_e
tol_e	Toluene	92.13842	7	0	SBO:0000247	C01455	['CHEBI:15248', 'CHEBI:17578', 'CHEBI:27022', 'CHEBI:44023', 'CHEBI:9624']	HMDB34168		META:TOLUENE	MNXM889	YXFVVABEGXRONW-UHFFFAOYSA-N	cpd01034				EX_tol_e
ura_e	Uracil	112.08676	4	2	SBO:0000247	C00106	['CHEBI:15288', 'CHEBI:17568', 'CHEBI:27210', 'CHEBI:43254', 'CHEBI:46375', 'CHEBI:9882']	HMDB00300		META:URACIL	MNXM158	ISAKRJDGNUQOIC-UHFFFAOYSA-N	cpd00092	R-ALL-83962	['D00027', 'D09776']		EX_ura_e
uri_e	Uridine	244.20138	9	2	SBO:0000247	C00299	['CHEBI:15296', 'CHEBI:16704', 'CHEBI:27227', 'CHEBI:46386', 'CHEBI:46391', 'CHEBI:46460', 'CHEBI:46463', 'CHEBI:9893']	HMDB00296		META:URIDINE	MNXM288	DRTQHJPVMGBUCF-XVFCMESISA-N	cpd00249				EX_uri_e
3amp_e	3  AMP C10H12N5O7P	345.20534100000003	10	5	SBO:0000247	C01367	['CHEBI:1333', 'CHEBI:22241', 'CHEBI:28931', 'CHEBI:40872', 'CHEBI:60880']	['HMDB03540', 'HMDB06550']		META:CPD-3706	MNXM1985	LNQVTSROQXJCDD-KQYNXXCUSA-L	cpd00988				EX_3amp_e
3cmp_e	3  CMP C9H12N3O8P	321.180641	9	3	SBO:0000247	C05822	['CHEBI:1335', 'CHEBI:23517', 'CHEBI:28929', 'CHEBI:41345', 'CHEBI:41615', 'CHEBI:53013', 'CHEBI:60875']			META:CPD-3711	MNXM2182	UOOOPKANIPLQPU-XVFCMESISA-L	cpd03454				EX_3cmp_e
3ump_e	3  UMP C9H11N2O9P	322.165401	9	2	SBO:0000247	C01368	['CHEBI:1361', 'CHEBI:27229', 'CHEBI:28895', 'CHEBI:46259', 'CHEBI:556513', 'CHEBI:60784']	HMDB60282		META:CPD-3724	MNXM2184	FOGRQMPFHUHIGU-XVFCMESISA-L	cpd00989				EX_3ump_e
4abut_e	4-Aminobutanoate	103.11976	4	1	SBO:0000247	C00334	['CHEBI:11961', 'CHEBI:16865', 'CHEBI:1786', 'CHEBI:193777', 'CHEBI:20317', 'CHEBI:20318', 'CHEBI:30566', 'CHEBI:40483', 'CHEBI:59888']	HMDB00112	LMFA01100039	META:4-AMINO-BUTYRATE	MNXM192	BTCSSZJGUNDROE-UHFFFAOYSA-N	cpd00281	['R-ALL-352003', 'R-ALL-352011', 'R-ALL-428571', 'R-ALL-916850']	D00058		EX_4abut_e
6atha_e	6 acetylthiohexanoic acid	25.02934	2	0	SBO:0000247												EX_6atha_e
acgam_e	N-Acetyl-D-glucosamine	221.2078	8	1	SBO:0000247	C00140	['CHEBI:12455', 'CHEBI:12563', 'CHEBI:17411', 'CHEBI:21517', 'CHEBI:506227', 'CHEBI:58134', 'CHEBI:7123']	['HMDB00215', 'HMDB00533', 'HMDB14288', 'HMDB62641']		META:N-acetyl-D-glucosamine	MNXM143	OVRNDRQMDRJTHS-RTRLPJTCSA-N	['cpd00122', 'cpd27608']	['R-ALL-1678743', 'R-ALL-2162231']			EX_acgam_e
acmana_e	N-Acetyl-D-mannosamine	221.2078	8	1	SBO:0000247	C00645	['CHEBI:12459', 'CHEBI:12573', 'CHEBI:17122', 'CHEBI:21538', 'CHEBI:58019', 'CHEBI:63153', 'CHEBI:7141']	HMDB62724		META:N-acetyl-D-mannosamine	MNXM2403	MBLBDJOUHNCFQT-XAMCCFCMSA-N	cpd00492	R-ALL-4085214			EX_acmana_e
arbt6p_e	Arbutin 6-phosphate	350.215261	12	0	SBO:0000247	C06187	['CHEBI:2807', 'CHEBI:60929']			META:CPD-1162	MNXM2806	FBHYCDOVYMVLEN-RMPHRYRLSA-L	cpd03697				EX_arbt6p_e
arbt_e	Arbutin C12H16O7	272.25124	12	0	SBO:0000247	C06186	['CHEBI:14417', 'CHEBI:18305', 'CHEBI:2806']	HMDB29943		META:HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	MNXM2683	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	cpd03696				EX_arbt_e
buts_e	Butanesulfonate C4H9O3S	137.17746	4	0	SBO:0000247						MNXM7138		cpd11596				EX_buts_e
butso3_e	Butanesulfonate	137.17746	4	0	SBO:0000247						MNXM7138		cpd11596				EX_butso3_e
carn_e	L-Carnosine	226.23246	9	4	SBO:0000247						MNXM114412		cpd15836				EX_carn_e
dca_e	Decanoate (n-C10:0)	171.25666	10	0	SBO:0000247						MNXM162295						EX_dca_e
dxyl_e	1-deoxy-D-xylulose	134.13049999999998	5	0	SBO:0000247	C06257	['CHEBI:19038', 'CHEBI:28354', 'CHEBI:621']	HMDB01292		META:CPD-1093	MNXM2454	IGUZJYCAXLYZEE-RFZPGFLSSA-N	cpd03738				EX_dxyl_e
eths_e	Ethanesulfonate C2H5O3S	109.12429999999999	2	0	SBO:0000247		['CHEBI:42465', 'CHEBI:61909']			META:CPD-10434	MNXM7343	CCIVGXIOQKPBKL-UHFFFAOYSA-M	cpd11579				EX_eths_e
ethso3_e	Ethanesulfonate	109.12429999999999	2	0	SBO:0000247		['CHEBI:42465', 'CHEBI:61909']			META:CPD-10434	MNXM7343	CCIVGXIOQKPBKL-UHFFFAOYSA-M	cpd11579				EX_ethso3_e
fer_e	Ferulate	193.17606	10	0	SBO:0000247	C01494	['CHEBI:11848', 'CHEBI:14259', 'CHEBI:14260', 'CHEBI:17620', 'CHEBI:24029', 'CHEBI:24030', 'CHEBI:29100', 'CHEBI:29749', 'CHEBI:42445', 'CHEBI:5046']	['HMDB00537', 'HMDB00954']		META:FERULIC-ACID	MNXM573	KSEBMYQBYZTDHS-HWKANZROSA-M	cpd01059				EX_fer_e
g3pg_e	Glycerophosphoglycerol	245.144321	6	0	SBO:0000247	C03274	['CHEBI:5457', 'CHEBI:61933']			META:GLYCEROPHOSPHOGLYCEROL	MNXM598	LLCSXHMJULHSJN-UHFFFAOYSA-M	cpd02090				EX_g3pg_e
ga_e	Gallic acid	169.1116	7	0	SBO:0000247	C01424	['CHEBI:11686', 'CHEBI:14291', 'CHEBI:16918', 'CHEBI:24178', 'CHEBI:24180', 'CHEBI:30778', 'CHEBI:5268']	HMDB05807		META:CPD-183	MNXM670	LNTHITQWFMADLM-UHFFFAOYSA-M	cpd01020				EX_ga_e
galctn__D_e	D-Galactonate	195.14734	6	0	SBO:0000247	C00880	['CHEBI:12931', 'CHEBI:16534', 'CHEBI:24148', 'CHEBI:24149', 'CHEBI:4132']	HMDB00565		META:D-GALACTONATE	MNXM1734	RGHNJXZEOKUKBD-MGCNEYSASA-M	cpd00653				EX_galctn__D_e
galctn__L_e	L-Galactonate	195.14734	6	0	SBO:0000247	C15930	['CHEBI:37425', 'CHEBI:53071']			META:CPD0-1083	MNXM636	RGHNJXZEOKUKBD-RSJOWCBRSA-M	cpd14659				EX_galctn__L_e
gam_e	D-Glucosamine	180.17906	6	1	SBO:0000247	C00329	['CHEBI:12961', 'CHEBI:17315', 'CHEBI:4162', 'CHEBI:47972', 'CHEBI:47977', 'CHEBI:5417', 'CHEBI:58723']	['HMDB01514', 'HMDB06479', 'HMDB15410']		META:GLUCOSAMINE	MNXM533	MSWZFWKMSRAUBD-IVMDWMLBSA-O	['cpd00276', 'cpd01247', 'cpd27103']	R-ALL-6786660	D04334		EX_gam_e
glucan4_e	Beta-1,3/1,4-glucan (Barley, n=4, Glc beta1->3,4 Glc)	666.57768	24	0	SBO:0000247						MNXM146529						EX_glucan4_e
glucan6_e	Beta-1,3/1,4-glucan (Barley, n=6, Glc beta1->3,4 Glc)	990.85888	36	0	SBO:0000247						MNXM146530						EX_glucan6_e
hdca_e	Hexadecanoate (n-C16:0)	255.41613999999998	16	0	SBO:0000247	C00249	['CHEBI:14730', 'CHEBI:15756', 'CHEBI:231736', 'CHEBI:233028', 'CHEBI:24540', 'CHEBI:24541', 'CHEBI:24542', 'CHEBI:24550', 'CHEBI:29889', 'CHEBI:35978', 'CHEBI:44952', 'CHEBI:7896']	['HMDB00220', 'HMDB60083']	['LMFA01010001', 'LMFA01010046']	META:PALMITATE	MNXM108	IPCSVZSSVZVIGE-UHFFFAOYSA-M	cpd00214	['R-ALL-2453691', 'R-ALL-3632881', 'R-ALL-390435', 'R-ALL-426576', 'R-ALL-5690516', 'R-ALL-76168']	D05341		EX_hdca_e
hexs_e	Hexanesulfonate C6H13O3S	165.23062	6	0	SBO:0000247					META:CPD0-2074	MNXM11814		cpd11578				EX_hexs_e
hom__L_e	L-Homoserine	119.11916	4	1	SBO:0000247	C00263	['CHEBI:13123', 'CHEBI:15699', 'CHEBI:21330', 'CHEBI:43131', 'CHEBI:57476', 'CHEBI:6246']	HMDB00719		META:HOMO-SER	MNXM353	UKAUYVFTDYCKQA-VKHMYHEASA-N	cpd00227				EX_hom__L_e
hpta_e	Heptanoate	127.16104	7	0	SBO:0000247												EX_hpta_e
hxa_e	Hexanoate (n-C6:0)	115.15034	6	0	SBO:0000247	C01585	['CHEBI:14398', 'CHEBI:17120', 'CHEBI:24569', 'CHEBI:24571', 'CHEBI:30776', 'CHEBI:40213', 'CHEBI:5702']	['HMDB00535', 'HMDB61883']	LMFA01010006	META:HEXANOATE	MNXM1653	FUZZWVXGSFPDMH-UHFFFAOYSA-M	cpd01113				EX_hxa_e
isetac_e	Isethionic acid	125.1237	2	0	SBO:0000247	C05123	['CHEBI:1157', 'CHEBI:61904']	HMDB03903		META:CPD-3745	MNXM1630	SUMDYPCJJOFFON-UHFFFAOYSA-M	cpd03048				EX_isetac_e
istnt_e	Isethionate C2H5O4S	125.1237	2	0	SBO:0000247	C05123	['CHEBI:1157', 'CHEBI:61904']	HMDB03903		META:CPD-3745	MNXM1630	SUMDYPCJJOFFON-UHFFFAOYSA-M	cpd03048				EX_istnt_e
lmn2_e	Laminaribiose	342.29648000000003	12	0	SBO:0000247	C02048	['CHEBI:11747', 'CHEBI:18411', 'CHEBI:6363']			META:CPD-10703	MNXM2249	QIGJYVCQYDKYDW-LCOYTZNXSA-N	cpd01397			G00357	EX_lmn2_e
lnlc_e	Linoleic acid (all cis C18:2) n-6	279.43754	18	0	SBO:0000247	C01595	['CHEBI:12272', 'CHEBI:14515', 'CHEBI:17351', 'CHEBI:20826', 'CHEBI:25047', 'CHEBI:30245', 'CHEBI:42395', 'CHEBI:6479']	HMDB00673	['LMFA01030120', 'LMFA01030809']	META:LINOLEIC_ACID	MNXM293	OYHQOLUKZRVURQ-HZJYTTRNSA-M	cpd01122	R-ALL-2046044			EX_lnlc_e
man_e	D-Mannose	180.15588	6	0	SBO:0000247	C00159	['CHEBI:12999', 'CHEBI:14575', 'CHEBI:16024', 'CHEBI:21057', 'CHEBI:33930', 'CHEBI:37684', 'CHEBI:4208']	HMDB00169		META:D-mannopyranose	MNXM182	WQZGKKKJIJFFOK-QTVWNMPRSA-N	['cpd00138', 'cpd27437']	['R-ALL-429579', 'R-ALL-6799594', 'R-ALL-964752']			EX_man_e
mnl_e	D-Mannitol	182.17176	6	0	SBO:0000247	C00392	['CHEBI:12996', 'CHEBI:130180', 'CHEBI:14574', 'CHEBI:16899', 'CHEBI:21050', 'CHEBI:25163', 'CHEBI:29864', 'CHEBI:44192', 'CHEBI:6686']	['HMDB00765', 'HMDB01363']		META:MANNITOL	MNXM615	FBPFZTCFMRRESA-KVTDHHQDSA-N	cpd00314		D00062		EX_mnl_e
mso3_e	Methanesulfonate	95.09772	1	0	SBO:0000247	C11145	['CHEBI:25224', 'CHEBI:27376', 'CHEBI:6813']			META:CPD-3746	MNXM1485	AFVFQIVMOAPDHO-UHFFFAOYSA-M	cpd08023				EX_mso3_e
nona_e	Nonanoate C9H17O2	157.23008	9	0	SBO:0000247	C01601	['CHEBI:25861', 'CHEBI:29019', 'CHEBI:32361', 'CHEBI:7616']	HMDB00847	LMFA01010009	META:CPD-8505	MNXM12480	FBUKVWPVBMHYJY-UHFFFAOYSA-M	cpd01126				EX_nona_e
ocdca_e	Octadecanoate (n-C18:0)	283.4693	18	0	SBO:0000247	C01530	['CHEBI:231588', 'CHEBI:25629', 'CHEBI:25631', 'CHEBI:28842', 'CHEBI:45710']	HMDB00827	['LMFA01010018', 'LMFA01010047']	META:STEARIC_ACID	MNXM236	QIQXTHQIDYTFRH-UHFFFAOYSA-M	cpd01080	R-ALL-428198	D00119		EX_ocdca_e
octa_e	Octanoate (n-C8:0)	143.2035	8	0	SBO:0000247	C06423	['CHEBI:25646', 'CHEBI:25648', 'CHEBI:28837', 'CHEBI:3373', 'CHEBI:44501']	['HMDB00482', 'HMDB62511']	LMFA01010008	META:CPD-195	MNXM750	WWZKQHOCKIZLMA-UHFFFAOYSA-M	cpd03846		D05220		EX_octa_e
pentso3_e	Pentanesulfonate	151.20404	5	0	SBO:0000247					META:CPD0-2075	MNXM73204		cpd16742				EX_pentso3_e
phehxa_e	6 Phenylhexanoic acid	187.21454	12	0	SBO:0000247												EX_phehxa_e
phept_e	5 phenylvaleric acid	173.18796	11	0	SBO:0000247												EX_phept_e
ptsla_e	Petroselaidic acid	278.4296	18	0	SBO:0000247												EX_ptsla_e
raffin_e	Raffinose C18H32O16	504.43708	18	0	SBO:0000247	C00492	['CHEBI:15015', 'CHEBI:16634', 'CHEBI:26521', 'CHEBI:49843', 'CHEBI:8771']	HMDB03213		META:CPD-1099	MNXM621	MUPFEKGTMRGPLJ-ZQSKZDJDSA-N	cpd00382			G00249	EX_raffin_e
ribflv_e	Riboflavin C17H20N4O6	378.37978	17	4	SBO:0000247	C00255	['CHEBI:15044', 'CHEBI:17015', 'CHEBI:27299', 'CHEBI:45214', 'CHEBI:529204', 'CHEBI:57986', 'CHEBI:8843']	HMDB00244		META:RIBOFLAVIN	MNXM270	AUNGANRZJHBGPY-SCRDCRAPSA-M	cpd00220	['R-ALL-196931', 'R-ALL-3165253']	D00050		EX_ribflv_e
rmn_e	L-Rhamnose	164.15648	6	0	SBO:0000247	C00507	['CHEBI:13160', 'CHEBI:16055', 'CHEBI:21378', 'CHEBI:26546', 'CHEBI:45427', 'CHEBI:57622', 'CHEBI:62345', 'CHEBI:62346', 'CHEBI:6292']	HMDB00849		['META:CPD-15405', 'META:L-rhamnopyranose', 'META:L-rhamnose']	MNXM2967	PNNNRSAQSRJVSB-BXKVDMCESA-N	['cpd00396', 'cpd27379']				EX_rmn_e
sula_e	Sulfoacetate C2H2O5S	138.09928	2	0	SBO:0000247	C14179	['CHEBI:34987', 'CHEBI:49876', 'CHEBI:50519', 'CHEBI:58824']			META:CPD-10246	MNXM1949	AGGIJOLULBJGTQ-UHFFFAOYSA-L	cpd09878				EX_sula_e
